010101011001 01011000 011
111101101101 11111100 100
000111000011 00011010 010
101000000000 10100100 100
011010101100 01100101 101
111001101100 10101101 101
111001110111 11111111 111
101111001001 10111010 111
001001010111 00101011 001
110100100011 10010100 010
101111010011 10111110 111
110000100100 11000101 101
010010000111 01000000 000
111101010001 11110010 010
100000010101 11000011 011
001001001100 00001001 001
010010110100 01000110 110
111011000110 11101000 000
001101011000 00111000 000
010010101000 01000100 100
111011001100 11101011 011
010011110110 01001011 011
110110111101 11010110 110
000010110000 01000110 110
111010001101 11100000 000
101000011000 10101010 101
101100111100 11110111 111
000000010100 00000111 000
011010001001 11100000 000
100101011000 10011011 011
110010100111 11010101 101
101111111010 10111100 111
011110011111 01110011 111
001010101001 00100100 100
100111111001 00011110 010
000001110111 00001111 001
011101100001 01111100 111
110110100011 11010101 101
010010100010 01001100 101
110000101000 11000110 110
111011011001 11101010 010
011110010010 01111010 111
000100000001 00010000 000
101000001011 10100000 100
100100110111 10010011 010
000101100101 00111101 101
011000100110 01100001 101
111011001111 11101101 101
110001000011 11001001 001
010100001110 01011001 011
010110000011 01000000 000
101000000010 10100000 100
100000101101 00000101 000
000100011011 01010010 010
011101111001 01101110 111
111010100101 11100101 101
100000010010 11000010 010
101110101101 10111101 111
101011011001 10111010 111
111010111111 11100111 111
011110111011 01110110 110
101010111001 10100110 100
001110011011 00100010 000
110001001000 11001000 000
000001001111 00001000 000
010110010100 11010011 011
011110101011 01110100 110
101000101011 10101100 101
011000001001 01100000 100
110011000001 11011000 000
101101011001 10111010 111
000111000101 00011001 001
111011000100 11101001 001
000001010001 00001011 001
000101010100 00011011 011
010110101011 00010100 000
011111011100 01111001 111
000100110111 00110111 110
011011001100 01111001 111
000001010111 00001011 001
110101101101 11001101 101
011000110110 01100110 110
010001001100 00001001 001
101100111111 10110111 110
111100010000 11110010 010
001011100010 00101100 100
111001100000 01101100 101
001100100111 00110111 110
000010110001 00100110 100
111001111001 01101110 111
111000001000 11110000 000
001011101101 00101111 101
100001000011 10001000 001
000110101110 00010101 000
100111011001 10111010 111
111100101000 11110000 000
010101000100 01011101 111
010100110010 01010111 111
000001101001 00001100 000
111011001101 11101001 001
011110000101 01110001 111
111010001101 11100000 000
000101100111 00011101 001
011000001001 01100000 100
011110111100 01110111 111
000100101011 00010100 000
011111000001 01111100 111
011011100101 01001101 101
011101001101 01101001 101
100011101111 10001101 001
100100000010 10011000 011
010001001100 00001001 001
010111111011 01001110 111
111000100000 10100100 100
111100101001 11111100 100
100101110100 10011111 011
110011001111 01001001 001
101010001001 11100000 000
100011010100 10001001 001
101010010101 10110011 110
100101111101 10010111 010
110100001011 11000000 000
000110000101 00010000 000
100100110000 10010010 010
100100001010 10010001 010
100010001001 10000000 000
110100111101 10010111 010
011001110000 01101100 101
111010100001 11100100 100
101100111001 10100110 100
011110001110 01110011 111
110000111100 11000110 110
010011110010 01001100 101
101010111101 11100111 111
011111110100 01110111 111
100011010001 10000010 000
000000011111 00000011 000
101010110110 00100111 100
100100001100 10010001 010
011000110110 01100110 110
111100010011 11110010 010
110111101000 11011101 101
110000001101 11000001 001
111010011011 11101010 010
111101110010 11111110 110
010010010000 01000110 110
010111100001 01111100 111
111010001010 11100001 001
111001000110 10101001 101
001010001101 00100001 000
111001101001 11111100 100
000111111100 00011111 011
000110001010 00011000 000
110001101111 11001101 101
110101110100 11001111 111
010100001111 01010101 111
000011110111 10001111 001
010110000101 01010001 011
001010100110 00100111 100
000010110011 00000110 000
111011000111 11101001 001
